tokens	ner_tags
"['Elinin', 'tersiyle', 'ittiğin', 'kızı', ';', 'bir', 'gün', 'Allah', ""'"", 'a', 'yalvara', 'yalvara', 'isticeksin', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['birer', 'birer', 'yalnızlığa', 'yürüdüler', '.', '.', 'Giden', 'döner', 'mi', 'bu', 'acı', 'geçer', 'mi']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Söylediklerini', 'Kabul', 'Etmeyebilirim', ';', 'Ama', 'Söyleme', 'Hakkını', 'Ölünceye', 'Kadar', 'Desteklerim', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['#', 'PratikHazırKonut', 'eskişehir']	['O', 'O', 'B-LOCATION']
['#', 'YenisezonformanTurkTelekomdan', 'pierre', 'webo', 'attı', ',', ',', ',', ',', ',', ',', ',', ',', ',', 'TurkTelekom', 'pierre', 'webo']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'B-PERSON', 'I-PERSON']
['Bıktım', 'galiba', 'bu', 'sektörden', ':', '/']	['O', 'O', 'O', 'O', 'O', 'O']
['zrnginlerin', 'halini', 'ne', 'zaman', 'anlayacağız', 'acaba', '?', '?', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Durduk', 'yere', 'soğuk', 'davranmaya', 'başlayan', 'insan', 'canım', 'sen', 'hayırdır', 'ya']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['İnsanlara', 'hep', 'güvenirim', 'ama', 'salak', 'değilim', 'boşa', 'çıktığında', 'kendimi', 'suçlu', 'hissetmiyorum', 'hiç', 'değilse', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['#', 'YenisezonformanTurkTelekomdan', 'Pierre', 'Webo', 'atmıştır', 'TurkTelekom', 'Pierre', 'Webo']	['O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'B-PERSON', 'I-PERSON']
['Hayat', 'bir', 'sınav', 'olsa', 'ailemin', 'adını', 'yazar', 'çıkarım', ':', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['taviz', 'tavizi', 'doğurur', ',', 'kıyakçılığın', 'sonu', 'da', 'ayakçılıktır', 'işte', 'pkk', 'ile', 'geldiğimiz', 'durum']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'O', 'O', 'O']
['Oruçlu', 'oruçlu', 'gezmelere', 'gidiyoruuz', '.']	['O', 'O', 'O', 'O', 'O']
['Kıskanmayan', 'erkek', 'mi', '?', 'Erkek', '?', 'Kıskanmayan', '?', 'Bi', 'de', 'erkek', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hasan', 'amca', 'kullaniyom', 'panik', 'yapma']	['B-PERSON', 'O', 'O', 'O', 'O']
"['#', 'SoruCevapİstiyoruzHilmi', 'RT', ""'"", 'LERLE', '65', 'TWEET', 'OLMUŞ', 'BENİM', 'DURMAK', 'YOK', 'HADİ', 'DESTEK', 'Hilmi']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON']
['Yemek', 'programı', 'izliyorum', 'sevap', 'points', 'katkısı', 'yapar', 'mı', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Al', 'bi', 'dönek', 'daha', '.', '.', 'Ömür', 'Gedik', ':', '“', 'Ben', 'de', 'Başbakan', '’', 'a', 'hayran', 'kalmıştım', ',', 'ben', 'de', 'dönekler', 'listesindeyim', '”']	['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['kiyamamak', 'diye', 'bi', 'duygu', 'var', ',', 'duygularin', 'en', 'guzeli']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Otobanda', 'yürürken', 'bi', 'araba', 'durup', 'gideceğim', 'yere', 'bırakmak', 'istedi', ',', 'olmaz', 'dedim', '.', 'Aklı', 'sıra', 'hazır', 'sevaba', 'konacak', ',', 'rakibimsin', 'olm', 'öbür', 'tarafta', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Saygan', 'Anadolu', 'lisesi', '2013', 'mezunlarımızı', 'başarılarından', 'dolayı', 'tebrik', 'ediyorum']	['B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', 'Kendini', 'yorma', '""', 'bize', 'ozgu', 'bir', 'nasihat', 'olsa', 'gerek', '.', 'Yorulmadan', 'bir', 'sey', 'oluyor', 'mu', '?', 'Olmuyor', '.', 'Acikliga', 'kavusturdum', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bir', 'de', 'yeni', 'birşey', 'çıkmış', ',', 'Allah', '-', 'u', 'Ekber', 'diyip', 'elindeki', 'silahla', 'ateş', 'ediyorlar', '.', 'Yazıktır', 'DiyanetinHutbesi', 'ÜmmeteHakarettir', 'nedir', 'peki', '?', '?', '?', 'Diyanet']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION']
['Terrace', 'Lido', 'projesinde', '1', 'oda', '1', 'salon', 'daireler', '370', 'bin', 'dolardan', ',', '2', 'oda', '1', 'salon', 'daireler', 'ise', '420', 'bin', 'dolardan', 'başlayan', 'fiyatlarla', 'satılmış', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Sadece', 'bir', 'kere', 'sarılmak', 'için', ',', 'kilometrelerce', 'yolu', 'gitmeye', 'değer', 'insanlar', 'var', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bir', 'önceki', 'tweetteki', 'çekemezliği', 'bulunuz']	['O', 'O', 'O', 'O', 'O']
['ne', 'kadar', 'çok', 'bilirsen', 'o', 'kadar', 'bela', 'başa']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['I', ""'"", 'm', 'at', 'Sosyal', 'Konutlar', '(', 'Kutahya', ')']"	['O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'O']
['oh', 'be', 'otobüsçü', 'tersledi', 'bir', 'anda', 'gurbet', 'hasretinden', 'kurtuldum']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['HER', 'ŞEY', 'DEĞİŞSE', 'DE', 'BİR', 'GÜN', 'KARŞILIKSIZ', 'SEVGİM', 'KALBİMİN', 'DURDUĞU', 'ANA', 'KADAR']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Kitaptaki', 'insanlar', 'gerçek', 'insanlardan', 'daha', 'insanlar', ',', 'insancıllar', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['bayılmak', 'nasıl', 'bişey', 'acaba']	['O', 'O', 'O', 'O']
['Sevdiğini', 'belli', 'et', '.', 'Gizlemek', 'başkalarına', 'fırsat', 'vermektir', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['FF', 'versene', 'cınım']	['O', 'O', 'O']
['kırıldıkça', 'değişirsin']	['O', 'O']
['Kim', 'ne', 'derse', 'desin', ',', 'tek', 'bir', 'gerçeği', 'vardır', 'aşkın', ';', 'Karşındakinin', 'adam', 'olup', 'olmadığını', ',', 'aşıkken', 'değil', 'ayrılırken', 'anlarsın', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Üniversite', 'Yerleştirme', 'Sonuçları', ':', 'LYS', 'sonuçlarına', 'göre', 'Y', 'MF', '1', 've', 'Y', 'MF', '2', ""'"", 'de', 'Türkiye', 'birincisi', 'olan', 'Özel', 'Altınb', '.', '.', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Sevdiğini', 'belli', 'et', '.', 'Gizlemek', 'başkalarına', 'fırsat', 'vermektir', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Kıskanç', 'olan', 'belki', 'daha', 'cok', 'sever', 'ama', 'kıskanç', 'olmayan', 'daha', 'iyi', 'sever', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Sara', 'benden', 'cok', 'yakında', 'dayak', 'yicek']	['B-PERSON', 'O', 'O', 'O', 'O', 'O']
['Acizliğin', 'tanımı', '=', 'Tomorrowland', 'radyo', 'yayınıyla', 'kopmak']	['O', 'O', 'O', 'B-ORGANIZATION', 'I-ORGANIZATION', 'O', 'O']
['ermeni', 'meselesi', 'kürtler', 'ortadoğuda', 'başarı', 'sağladıgı', 'andan', 'itibaren', 'patlayacak', 'göreceksiniz', ',', 'ortadoğu']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION']
['Birbirimiz', 'dışında', 'hiçbi', 'şeyi', 'hakettiğimizi', 'düşünmüyorum']	['O', 'O', 'O', 'O', 'O', 'O']
"['""', 'Hayatta', 'bir', 'tek', 'başarısızlık', 'vardır', ',', 'o', 'da', 'denememektir', '.', '""']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Vizem', 'elime', 'gecmedikce', 'bana', 'rahat', 'yok']	['O', 'O', 'O', 'O', 'O', 'O']
['Seneye', 'bugun', 'ben', 'de', 'Yeditepeyi', '%', '100', 'burslu', 'kazanmis', 'falan', 'olucam', '.', 'Kazandiktan', 'sonrada', 'bu', 'yazdigimin', 'fotografini', 'cekip', 'ibreti', 'alem', 'yapacagim', 'Yeditepe']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION']
['Bazı', 'insanları', 'hayatıma', 'soktuğum', 'için', 'kendimi', 'aptal', 'hissetmem', ',', 'aynı', 'insanları', 'hayatımdan', 'çıkardığım', 'için', 'kendimi', 'akıllı', 'hissetmemi', 'döver', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Orman', 'İl', 'Müdürü', 'halkın', 'duyarlı', 'olmasını', 'istedi']	['B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O']
['KEREM', 'ALTAN', 'SAHALARA', 'DÖNDÜ', ';', 'BAŞBAKAN', 'BEDELİNİ', 'ÖDEYECEK', '!']	['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['.', '.', '.', 've', 'basketbol', 'hayatimin', 'bitisi', 'bowling', 'ile', 'olur', ':', '(', '(', '(', '(']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Herkese', 'hayırlı', 'cumalar']	['O', 'O', 'O']
"['Lazio', ""'"", 'yla', 'Kadıköy', ""'"", 'de', 'oynanan', 'maçta', 'ilk', 'golü', 'Pierre', 'Webo', 'atmıştır', '#', 'YenisezonformanTurkTelekomdan', 'TurkTelekom']"	['B-ORGANIZATION', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORGANIZATION']
['Bugün', 'sondu', '.', 'Birdaha', 'senin', 'icin', 'aglamicam', '.', '.', '!']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['#', 'ayrılmazikili', 'anneler', 've', 'kızları']	['O', 'O', 'O', 'O', 'O']
['Dini', 'vecibeler', 'için', 'doğru', 'şekilde', 'kapanan', 'insana', 'saygılıyim', 'ama', 'hem', 'başını', 'kapatıp', 'hem', 'tayt', 'giymek', 'ne', 'oluyor', ':', '-', ')']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Kan', 'benim', 'damar', 'benim', ',', 'yapıcak', 'bişey', 'yok']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ağlama', 'kalbim', 'büyüdün', 'artık', 'hiç', 'kendini', 'yormaa', ':', '(', '(']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['bu', 'benim', 'herşeyimidir', '#', '#', '#']	['O', 'O', 'O', 'O', 'O', 'O']
['Doğum', 'günüme', 'daha', 'çok', 'var', 'ama', 'şimdiden', 'söyliyim', ',', 'sevdiğim', 'albümleri', ',', 'kitapları', 'falan', 'almak', 'isterseniz', 'hayır', 'demem', '.', 'Tşklr']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', 'Yapacak', 'bir', 'şey', 'yok', '.', 'Yine', 'özler', ',', 'yine', 'bekleriz', '.', 'Çay', 'içer', ',', 'kitap', 'okuruz', '.', 'Arada', 'dışarı', 'çıkar', 'çikolata', 'alır', 'yeriz', '.', '""']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Biraz', 'daha', 'disarda', 'durursam', 'buharlasicam']	['O', 'O', 'O', 'O', 'O']
['Ya', 'ahahhaha', 'cocuğa', 'bak', '.', 'Kızlara', 'yaranıcam', 'diye', 'girmediği', 'kılık', 'kalmadı', '.', 'Salak', 'ya', 'ahahah', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['insanlar', 'iyilikten', 'anlamıyor']	['O', 'O', 'O']
['Denize', 'gidince', 'açılan', 'saçlarımadaa', '.', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Tembellik', 'bana', 'özgü', 'bişi', 'galiba', ':', 'Dasödjhkas', 'kldöasda']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Annemin', 'küçük', 'saf', 'kızı', 'kalamadım', '.', 'Babamdan', 'başka', 'adama', 'aşık', 'oluverdim', '.', 'Babam', 'gibi', 'korur', ',', 'kollar', ',', 'onun', 'gibi', 'sever', 'sandım', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Şego', 'sana', 'burdan', 'Gökhan', 'Türkmen', '-', 'Bitmesin', ""'"", 'i', 'yolluyorum', '.', 'Ne', 'anliyosan', 'öyle', 'olsun', '.', ':', 'S']"	['B-PERSON', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['forza', 'şirinleri', 'seviyorum']	['O', 'O', 'O']
['Herşeyi', 'anlarım', 'ama', 'saçını', 'boyatan', 'erkeği', 'anlamam', ',', 'buna', 'gücüm', 'yetmez']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bu', 'kadar', 'karaktersizlik', '.', '.']	['O', 'O', 'O', 'O', 'O']
['Zorunda', 'mıyım', '?', '!']	['O', 'O', 'O', 'O']
['gülüşünü', 'görünce', 'kahkaha', 'atasım', 'geliyo', '.', 's', '.', 's', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"[':', 'biskolata', 'erkeği', 'mi', 'olacan', 'abi', ':', 'D', ':', 'D', 'odun', 'yaani', ':', 'D', ':', 'D', ':', 'D', '""']"	['O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hoşgeldin', 'bebek', ';', ')']	['O', 'O', 'O', 'O']
"['#', 'yarıngecolmadan', 'şimdi', 'tevbeni', 'et', '!', 'Ecelin', 'ne', 'zaman', 'geleceği', 'belli', 'olmaz', '.', '.', '.', 'Haydi', ',', 'yüzünü', 'Allah', ""'"", 'a', 'dön', '.', '.', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Lipton', 'aysti', 'içiyoğum', ',', 'feğahlıyoğum']	['B-MISC', 'I-MISC', 'O', 'O', 'O']
"['Allah', 'kimseye', '""', 'Bilmiyorum', 'ya', ',', 'sanki', 'bir', 'soğuk', 'davranıyor', '""', 'korkusu', 'yaşatmasın', '.', 'Amin', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['sen', 'varsın', 'ya', 'da', 'yoksun', 'onun', 'için', 'hiç', 'farketmez']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['yetişkin', 'bir', 'nur', 'saatler', '15', '.', '03', 'e', 'geldiğinde', 'uyanır', '.', 'ama', 'arkadaşları', 'onu', 'hava', 'aydınlanmadan', 'uyandırdığı', 'için', 'nesli', 'tükeniyor', '.', 'sizede', 'naaaydın', '.']	['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Askiim', 'sen', 'benim', 'canimsiin']	['O', 'O', 'O', 'O']
['Hep', 'farklı', 'olmak', 'istemedik', 'mi', 'senle', 'ben', '?']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Twitter', 'seni', 'bi', 'türlü', 'çözemedim', 'kb', ':', ')']	['B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Beyzaya', 'ne', 'oldu', 'da', 'şimdi', 'geldin', 'ha', 'buraya', 'kadar', '.', 'Beyza']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON']
['sinemada', 'oğuz', 'nilhan', 'ben', 'tekiz', 'korku', 'filmi', 'heyy', ':', 'Dd']	['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Kaybedince', 'daha', 'çook', 'seveceksin']	['O', 'O', 'O', 'O']
['Benim', 'yalnizligim', 'tiklim', 'tiklim', ';', 'igne', 'atsan', 'yere', 'dusmuyor', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Kocaeli', 'universitesinde', 'gecer', 'not', 'alan', 'ogrencilere', 'uzaydan', 'arsa', 'veriyolarmış', '.', ':', 'D', 'universitesi']	['B-ORGANIZATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORGANIZATION']
['BİZ', 'BOYLE', 'BUYUDUK']	['O', 'O', 'O']
['+', 'Gunesim', 'olurmusun', '?', '-', 'Cok', 'romantiksin', 'tabiki', '.', '+', 'Tamam', 'simdi', 'benden', '160', '.', '000', '.', '000', 'kilometre', 'uzak', 'dur', '.', ':', 'DD']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['#', 'YenisezonformanTurkTelekomdan', 'gölü', 'pierre', 'webo', 'atmisti', 'penaltidan', 'hemide', 'TurkTelekom', 'pierre', 'webo']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION', 'B-PERSON', 'I-PERSON']
['Bütün', 'kanalların', 'ben', 'de', 'hababam', 'sınıfını', 'yayınlıcam', 'yarışı', 'nereye', 'gidiyor', 'ya', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['heyy', 'uyuyan', 'guzell', 'gelmışş', '.', '.', 'gunaydınn', '—', 'Uyandım', ':', 'D']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Pudrayla', 'beyaz', 'tenli', 'olayım', 'derken', ',', 'Böyle', 'bi', ',', 'tövbe', 'estağfurullah', 'rahmetli', 'gibi', 'olan', 'kızlar', 'var', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['o', 'nasıl', 'bi', 'rüyaysa', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O']
['Bir', 'gün', 'Sezen', 'Aksu', 'dinlerken', 'öleceğimi', 'düşünüyorum', ',', 'bunu', 'düşünürken', 'hangi', 'şarkıda', 'öleceğim', 'onu', 'da', 'düşünüyorum', ';', 'sonrası', 'delilik', '.']	['O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['ÇUBUKLUyaAŞIKGRİyeSevdalı', 'SIYAHaMahkumuzBEŞİKTAŞ', '.', '.', '!', 'ÇUBUK', 'BEŞİKTAŞ']	['O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'B-ORGANIZATION']
['Yaşamak', 'istiyorum', 'çünkü', 'hikayenin', 'sonunu', 'merak', 'ediyorum', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Müzik', 'zevkim', 'de', 'bozuldu', '.', 'Saçma', 'saçma', 'şarkılar', 'dinliyorum', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['BALIK', 'BURCU', 'OLAN', 'VAR', 'MI', '?']	['O', 'O', 'O', 'O', 'O', 'O']
['Birbirlerini', 'katlederken', 'tekbir', 'getiren', 'müslümanları', 'gören', 'kafirlere', 'de', 'gün', 'doğuyor', '!', 'DiyanetinHutbesi', 'ÜmmeteHakarettir', 'Diyanet']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION']
"['""', 'zeki', 'çocuk', 'çalışsa', 'yapar', 'ama', 'çalışmıyor', '""', 'kategorisindeyim', 'bence']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['İnsanlar', 'sürekli', 'konuşur', ',', 'eleştirir', ',', 'hakaret', 'eder', '.', 'Senin', 'yapman', 'gereken', ',', 'onlara', 'bakıp', 'konuşan', 'hayvan', 'görmenin', 'keyfini', 'çıkarmak', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['sen', 'buna', 'şarkı', 'demişsin', 'ama', 'bu', 'bildiğin', 'uyuşturucu', '#', 'HaberinYokÖlüyorum']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC']
['konuşacak', 'birileri', '?']	['O', 'O', 'O']
['hep', 'ağzınızın', 'payını', 'vermek', 'istemişimdir', 'ama', 'beni', 'enterese', 'etmediği', 'için', 'susmuşumdur']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Melisa', 'eğitim', 'bilgilerini', 've', 'yaşadığı', 'şehri', 'istanbul', 'olarak', 'guncelledi']	['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O']
[':', 'D', ':', 'D', 'ben', 'geri', 'dönüyorum', 'İstanbul', 'u', 'özlememisim', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O']
['hep', 'aklımdasınn', 'faarkındamısın', '?']	['O', 'O', 'O', 'O']
"['90', ""'"", 'lar', 'çok', 'iyiydi', 'ya', '.', '(', '99', 'doğumlu', ')']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Bazen', 'yaptıklarının', 'hiç', 'bi', 'önemi', 'olmuyor']	['O', 'O', 'O', 'O', 'O', 'O']
['hayırlı', 'cumalar', 'Allah', 'herkezin', 'gönlüne', 'göre', 'versin']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Kan', 'benim', 'damar', 'benim', 'Elo', 'kan', 'benim', 'damar', 'benim', '!']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Ceblerine', 'savapları', 'doldur', 'bayramı', 'dolu', 'dolu', 'yaşa', '#', 'HaydiGençlerİTİKAFa']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Siyasete', 'mesafe', 'koyup', 'kafa', 'dinleyeceğim', 'desem', 'de', 'gelen', 'müşterilerle', 'siyaset', 'yapıyorum', '.', 'Keyifli', 'oluyor', 'ya', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['I', ""'"", 'm', 'at', 'Yeni', 'Kordon', '(', 'Çanakkale', ')']"	['O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'O']
['faiz', 'lobisinde', 'nakit', 'sıkıntısı', 'varmış', 'bu', 'ara', ',', 'ödeyemediler', 'hala', 'paramızı']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['YAZ', 'TATİLİM', 'OLMUŞ', 'TWİTTER']	['O', 'O', 'O', 'B-ORGANIZATION']
"['I', ""'"", 'm', 'at', 'Bezmialem', 'Vakıf', 'Üniversitesi', 'Hastanesi', '(', 'İstanbul', ',', 'Türkiye', ')', 'w', '/', '12', 'others']"	['O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O']
['Oysa', 'bana', 'en', 'çok', 'sen', 'yakışırdın', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Twitterda', 'olmasa', ',', 'telefonlar', 'çalmasa', ',', 'arkadaslarım', 'aramasa', 'yaz', 'tatili', 'nasıl', 'geçer', 'kim', 'bilir', '?', 'Twitter']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANIZATION']
